Year,PlayerName,PlayerID,OwnerName,OwnerID,OwnerTeamName
2021,CeeDee Lamb,2563848,John,793573,The Huskies
2021,David Montgomery,2562502,Tomas,5892024,Redneck Bama
2021,James Robinson,2564223,Matt,3190107,The Goshawks
2021,Chris Carson,2558865,DB,2442650,JUGGERNOTT
2021,George Kittle,2558266,romain,1360516,Fins High Motors
2021,Josh Allen,2560955,Michael,7611079,VaJJ 2 - MegaBallers Studfarm
2021,D'Andre Swift,2563965,Michael,7611079,VaJJ 2 - MegaBallers Studfarm
2021,Terry McLaurin,2562489,romain,1360516,Fins High Motors
2021,Robert Woods,2540169,DB,2442650,JUGGERNOTT
2021,Chris Godwin,2558105,Matt,3190107,The Goshawks
2021,Cooper Kupp,2557898,Tomas,5892024,Redneck Bama
2021,Patrick Mahomes,2558125,John,793573,The Huskies
2021,Gus Edwards,2561324,Lorenzo,2017413,Brindisi Deers
2021,Kyle Pitts,2565830,Ignacio,12608269,Thunder Clowns
2021,Diontae Johnson,2562674,LUCIAN,7582304,Red Rockets
2021,Josh Jacobs,2562377,Rochas,2012141,Pats dream
2021,Mike Davis,2553439,Chris,1191284,How I Lucked Your Mother
2021,Julio Jones,2495454,Andreas,1088807,Viennese Agents
2021,Amari Cooper,2552487,Dajuan,276726,Gang Green
2021,Raheem Mostert,2553728,Jody,271999,San Fran Man
2021,Kyler Murray,2562382,Waso,378644,Deus N9ne Sacks
2021,Javonte Williams,2566049,Francesco,10808626,Vauxhall Desperados
2021,Darrell Henderson,2562574,Francesco,10808626,Vauxhall Desperados
2021,Miles Sanders,2562722,Waso,378644,Deus N9ne Sacks
2021,Tyler Lockett,2552430,Jody,271999,San Fran Man
2021,Damien Harris,2562281,Dajuan,276726,Gang Green
2021,Mike Evans,2543468,Andreas,1088807,Viennese Agents
2021,Myles Gaskin,2562270,Chris,1191284,How I Lucked Your Mother
2021,Lamar Jackson,2560757,Rochas,2012141,Pats dream
2021,Kareem Hunt,2557917,LUCIAN,7582304,Red Rockets
2021,Trey Sermon,2566544,Ignacio,12608269,Thunder Clowns
2021,Jerry Jeudy,2563896,Lorenzo,2017413,Brindisi Deers
2021,Adam Thielen,2541785,John,793573,The Huskies
2021,Tee Higgins,2563731,Tomas,5892024,Redneck Bama
2021,Robby Anderson,2556462,Matt,3190107,The Goshawks
2021,Brandon Aiyuk,2565093,DB,2442650,JUGGERNOTT
2021,Chase Claypool,2564970,romain,1360516,Fins High Motors
2021,D.J. Moore,2560813,Michael,7611079,VaJJ 2 - MegaBallers Studfarm
2021,Mark Andrews,2560957,Michael,7611079,VaJJ 2 - MegaBallers Studfarm
2021,Chase Edmonds,2560711,romain,1360516,Fins High Motors
2021,T.J. Hockenson,2562378,DB,2442650,JUGGERNOTT
2021,JuJu Smith-Schuster,2558149,Matt,3190107,The Goshawks
2021,DeVonta Smith,2566409,Tomas,5892024,Redneck Bama
2021,Melvin Gordon,2552469,John,793573,The Huskies
2021,Corey Davis,2557848,Lorenzo,2017413,Brindisi Deers
2021,Aaron Rodgers,2506363,Ignacio,12608269,Thunder Clowns
2021,Odell Beckham Jr.,2543496,LUCIAN,7582304,Red Rockets
2021,Kenny Golladay,2558052,Rochas,2012141,Pats dream
2021,Marvin Jones,2532884,Chris,1191284,How I Lucked Your Mother
2021,Dak Prescott,2555260,Andreas,1088807,Viennese Agents
2021,Antonio Brown,2508061,Dajuan,276726,Gang Green
2021,Russell Wilson,2532975,Jody,271999,San Fran Man
2021,Noah Fant,2562383,Waso,378644,Deus N9ne Sacks
2021,Courtland Sutton,2560888,Francesco,10808626,Vauxhall Desperados
2021,Ja'Marr Chase,2565941,Francesco,10808626,Vauxhall Desperados
2021,Deebo Samuel,2562721,Waso,378644,Deus N9ne Sacks
2021,Logan Thomas,2543767,Jody,271999,San Fran Man
2021,Jaylen Waddle,2566292,Dajuan,276726,Gang Green
2021,Mike Williams,2558846,Andreas,1088807,Viennese Agents
2021,Justin Herbert,2565045,Chris,1191284,How I Lucked Your Mother
2021,Tyler Boyd,2555466,Rochas,2012141,Pats dream
2021,Matthew Stafford,79860,LUCIAN,7582304,Red Rockets
2021,Laviska Shenault Jr.,2564232,Ignacio,12608269,Thunder Clowns
2021,Brandin Cooks,2543498,Lorenzo,2017413,Brindisi Deers
2021,Curtis Samuel,2558066,John,793573,The Huskies
2021,Will Fuller,2555346,Tomas,5892024,Redneck Bama
2021,Mike Gesicki,2560994,Matt,3190107,The Goshawks
2021,Michael Pittman,2564136,DB,2442650,JUGGERNOTT
2021,D.J. Chark,2561018,romain,1360516,Fins High Motors
2021,Jarvis Landry,2543488,Michael,7611079,VaJJ 2 - MegaBallers Studfarm
2021,Marquez Callaway,2565310,Michael,7611079,VaJJ 2 - MegaBallers Studfarm
2021,Marquise Brown,2562379,romain,1360516,Fins High Motors
2021,Jamaal Williams,2558204,DB,2442650,JUGGERNOTT
2021,Joe Burrow,2563722,Matt,3190107,The Goshawks
2021,Ronald Jones,2560770,Tomas,5892024,Redneck Bama
2021,Robert Tonyan,2559270,John,793573,The Huskies
2021,Ryan Tannehill,2532956,Lorenzo,2017413,Brindisi Deers
2021,DeVante Parker,2552409,Ignacio,12608269,Thunder Clowns
2021,Sony Michel,2560809,LUCIAN,7582304,Red Rockets
2021,Michael Gallup,2560735,Rochas,2012141,Pats dream
2021,Sterling Shepard,2555295,Chris,1191284,How I Lucked Your Mother
2021,Michael Carter,2566382,Andreas,1088807,Viennese Agents
2021,Tom Brady,2504211,Dajuan,276726,Gang Green
2021,Jakobi Meyers,2562492,Jody,271999,San Fran Man
2021,James Conner,2557978,Waso,378644,Deus N9ne Sacks
2021,Terrace Marshall Jr.,2565902,Francesco,10808626,Vauxhall Desperados
2021,Jonnu Smith,2558207,Francesco,10808626,Vauxhall Desperados
2021,Emmanuel Sanders,497322,Waso,378644,Deus N9ne Sacks
2021,Cole Beasley,2535698,Jody,271999,San Fran Man
2021,Michael Thomas,2556370,Dajuan,276726,Gang Green
2021,Elijah Moore,2566385,Andreas,1088807,Viennese Agents
2021,Russell Gage,2561061,Chris,1191284,How I Lucked Your Mother
2021,Tyler Higbee,2555364,Rochas,2012141,Pats dream
2021,J.D. McKissic,2556440,LUCIAN,7582304,Red Rockets
2021,Darnell Mooney,2563707,Ignacio,12608269,Thunder Clowns
2021,Devin Singletary,2562734,Lorenzo,2017413,Brindisi Deers
2021,Phillip Lindsay,2559947,John,793573,The Huskies
2021,Mecole Hardman,2562580,Tomas,5892024,Redneck Bama
2021,Amon-Ra St. Brown,2566073,Matt,3190107,The Goshawks
2021,Jalen Hurts,2564832,DB,2442650,JUGGERNOTT
2021,Kenyan Drake,2555230,romain,1360516,Fins High Motors
2021,Leonard Fournette,2557973,Michael,7611079,VaJJ 2 - MegaBallers Studfarm
2021,Dallas Goedert,2560995,Michael,7611079,VaJJ 2 - MegaBallers Studfarm
2021,Bryan Edwards,2564418,romain,1360516,Fins High Motors
2021,Justin Fields,2565920,DB,2442650,JUGGERNOTT
2021,Jamison Crowder,2552415,Matt,3190107,The Goshawks
