TeamName,OwnerID,OpponentName,OpponentID,TeamScore,OpponentScore,Week,Year
Rochas,2012141,Francesco,10808626,97.80,153.48,9,2019
DB,2442650,LUCIAN,7582304,140.68,97.84,9,2019
Tomas,5892024,Michael,7611079,169.32,159.64,9,2019
Jody,271999,romain,1360516,90.78,148.66,8,2019
Dajuan,276726,Rochas,2012141,108.54,141.18,8,2019
John,793573,Andreas,1088807,129.30,122.18,8,2019
Ken,827363,LUCIAN,7582304,123.96,88.92,8,2019
Chris,1191284,Michael,7611079,144.56,184.16,8,2019
Lorenzo,2017413,Tomas,5892024,157.92,104.58,8,2019
DB,2442650,Francesco,10808626,167.96,165.24,8,2019
Matt,3190107,Ignacio,12608269,105.48,132.42,8,2019
Jody,271999,Francesco,10808626,112.22,159.34,7,2019
Dajuan,276726,Ignacio,12608269,76.04,58.06,7,2019
John,793573,Ken,827363,75.12,118.42,7,2019
Andreas,1088807,Lorenzo,2017413,122.06,139.18,7,2019
Chris,1191284,Tomas,5892024,113.74,115.34,7,2019
romain,1360516,LUCIAN,7582304,189.66,119.08,7,2019
Rochas,2012141,Michael,7611079,91.04,155.22,7,2019
DB,2442650,Matt,3190107,107.78,143.74,7,2019
Jody,271999,DB,2442650,113.92,113.18,6,2019
Dajuan,276726,Tomas,5892024,148.54,126.76,6,2019
John,793573,LUCIAN,7582304,149.70,148.16,6,2019
Ken,827363,Ignacio,12608269,80.12,100.58,6,2019
Andreas,1088807,Michael,7611079,86.60,130.80,6,2019
Chris,1191284,Matt,3190107,119.12,132.48,6,2019
romain,1360516,Francesco,10808626,100.30,131.44,6,2019
Rochas,2012141,Lorenzo,2017413,147.70,122.06,6,2019
Jody,271999,Matt,3190107,170.94,89.74,5,2019
Dajuan,276726,John,793573,137.26,154.32,5,2019
Ken,827363,Tomas,5892024,122.80,107.82,5,2019
Andreas,1088807,Chris,1191284,120.18,178.62,5,2019
romain,1360516,DB,2442650,194.52,67.42,5,2019
Rochas,2012141,Ignacio,12608269,126.38,114.70,5,2019
Lorenzo,2017413,Francesco,10808626,160.20,95.16,5,2019
LUCIAN,7582304,Michael,7611079,136.62,160.54,5,2019
Jody,271999,John,793573,125.90,138.68,4,2019
Dajuan,276726,LUCIAN,7582304,154.80,97.94,4,2019
Ken,827363,Michael,7611079,135.28,105.06,4,2019
Andreas,1088807,Francesco,10808626,143.38,141.48,4,2019
Chris,1191284,DB,2442650,67.14,92.70,4,2019
romain,1360516,Tomas,5892024,111.82,107.10,4,2019
Rochas,2012141,Matt,3190107,90.28,132.56,4,2019
Lorenzo,2017413,Ignacio,12608269,107.94,146.08,4,2019
Jody,271999,Lorenzo,2017413,132.16,117.20,3,2019
Dajuan,276726,Michael,7611079,103.06,148.82,3,2019
John,793573,Chris,1191284,114.52,126.76,3,2019
Ken,827363,Andreas,1088807,149.82,125.74,3,2019
romain,1360516,Matt,3190107,169.44,88.42,3,2019
Rochas,2012141,DB,2442650,126.86,151.34,3,2019
Tomas,5892024,Francesco,10808626,106.44,149.18,3,2019
LUCIAN,7582304,Ignacio,12608269,139.10,143.32,3,2019
Jody,271999,LUCIAN,7582304,116.98,109.90,2,2019
Dajuan,276726,Lorenzo,2017413,134.54,120.18,2,2019
John,793573,Rochas,2012141,148.96,102.10,2,2019
Ken,827363,romain,1360516,116.12,97.16,2,2019
Andreas,1088807,Tomas,5892024,132.90,102.46,2,2019
Chris,1191284,Francesco,10808626,137.92,124.56,2,2019
DB,2442650,Ignacio,12608269,166.40,125.42,2,2019
Matt,3190107,Michael,7611079,100.84,144.86,2,2019
Jody,271999,Rochas,2012141,129.92,105.42,1,2019
Dajuan,276726,DB,2442650,143.56,154.34,1,2019
John,793573,Lorenzo,2017413,129.00,81.32,1,2019
Ken,827363,Matt,3190107,91.76,161.54,1,2019
Andreas,1088807,LUCIAN,7582304,102.52,147.94,1,2019
Chris,1191284,romain,1360516,133.60,191.90,1,2019
Tomas,5892024,Ignacio,12608269,128.74,161.32,1,2019
Michael,7611079,Francesco,10808626,129.88,137.46,1,2019
Jody,271999,LUCIAN,7582304,119.74,144.44,16,2018
Dajuan,276726,Tomas,5892024,130.30,138.70,16,2018
Waso,378644,romain,1360516,149.70,146.18,16,2018
John,793573,Francesco,10808626,173.44,136.86,16,2018
Ken,827363,Ignacio,12608269,86.96,110.76,16,2018
Andreas,1088807,Michael,7611079,111.50,113.32,16,2018
Chris,1191284,Matt,3190107,120.16,90.64,16,2018
Rochas,2012141,Lorenzo,2017413,94.12,144.58,16,2018
Jody,271999,Chris,1191284,104.68,103.48,15,2018
Dajuan,276726,Waso,378644,169.02,122.46,15,2018
John,793573,Lorenzo,2017413,141.50,107.96,15,2018
Ken,827363,Andreas,1088807,80.04,90.60,15,2018
romain,1360516,Tomas,5892024,79.94,134.64,15,2018
Rochas,2012141,Francesco,10808626,76.90,107.98,15,2018
Matt,3190107,LUCIAN,7582304,76.62,186.54,15,2018
Michael,7611079,Ignacio,12608269,125.56,81.68,15,2018
Jody,271999,John,793573,73.16,110.88,14,2018
Dajuan,276726,Andreas,1088807,102.24,117.90,14,2018
Waso,378644,Ken,827363,137.94,146.12,14,2018
Chris,1191284,Lorenzo,2017413,123.96,132.92,14,2018
romain,1360516,Michael,7611079,131.68,145.28,14,2018
Rochas,2012141,Matt,3190107,166.82,95.38,14,2018
Tomas,5892024,Ignacio,12608269,90.58,118.78,14,2018
LUCIAN,7582304,Francesco,10808626,79.42,113.20,14,2018
Jody,271999,Ignacio,12608269,106.90,129.06,13,2018
Dajuan,276726,Ken,827363,139.66,148.40,13,2018
Waso,378644,John,793573,133.54,125.38,13,2018
Andreas,1088807,Matt,3190107,92.04,100.58,13,2018
Chris,1191284,Rochas,2012141,95.32,101.16,13,2018
romain,1360516,Lorenzo,2017413,106.26,131.42,13,2018
Tomas,5892024,Francesco,10808626,115.50,111.08,13,2018
LUCIAN,7582304,Michael,7611079,100.70,125.20,13,2018
Jody,271999,Tomas,5892024,123.90,135.16,12,2018
Dajuan,276726,Lorenzo,2017413,137.18,122.74,12,2018
Waso,378644,Matt,3190107,112.14,104.88,12,2018
John,793573,Chris,1191284,105.68,106.92,12,2018
Ken,827363,romain,1360516,137.28,178.26,12,2018
Andreas,1088807,Michael,7611079,136.78,164.48,12,2018
Rochas,2012141,LUCIAN,7582304,145.08,87.06,12,2018
Francesco,10808626,Ignacio,12608269,102.06,130.68,12,2018
Jody,271999,LUCIAN,7582304,87.78,87.72,11,2018
Dajuan,276726,Rochas,2012141,152.42,141.70,11,2018
Waso,378644,Ignacio,12608269,125.14,164.34,11,2018
John,793573,romain,1360516,90.54,177.98,11,2018
Ken,827363,Tomas,5892024,160.20,135.60,11,2018
Andreas,1088807,Lorenzo,2017413,145.54,121.38,11,2018
Chris,1191284,Matt,3190107,85.54,100.24,11,2018
Michael,7611079,Francesco,10808626,173.80,111.10,11,2018
Jody,271999,LUCIAN,7582304,132.14,78.14,10,2018
Dajuan,276726,Waso,378644,123.20,154.40,10,2018
John,793573,Rochas,2012141,156.66,70.66,10,2018
Ken,827363,Ignacio,12608269,128.32,167.04,10,2018
Andreas,1088807,Francesco,10808626,173.42,110.44,10,2018
Chris,1191284,romain,1360516,156.62,128.34,10,2018
Lorenzo,2017413,Tomas,5892024,149.46,122.80,10,2018
Matt,3190107,Michael,7611079,77.78,117.18,10,2018
Jody,271999,romain,1360516,147.24,116.42,9,2018
Dajuan,276726,Matt,3190107,151.74,98.06,9,2018
Waso,378644,Andreas,1088807,125.12,106.90,9,2018
John,793573,Ignacio,12608269,88.96,152.46,9,2018
Ken,827363,Michael,7611079,128.08,126.06,9,2018
Chris,1191284,Francesco,10808626,72.90,129.24,9,2018
Rochas,2012141,Lorenzo,2017413,123.34,134.16,9,2018
Tomas,5892024,LUCIAN,7582304,110.10,144.70,9,2018
Jody,271999,Waso,378644,146.42,114.64,8,2018
Dajuan,276726,Chris,1191284,172.92,141.70,8,2018
John,793573,Rochas,2012141,124.34,93.86,8,2018
Ken,827363,Matt,3190107,129.92,113.60,8,2018
Andreas,1088807,LUCIAN,7582304,120.68,146.56,8,2018
romain,1360516,Michael,7611079,96.90,147.34,8,2018
Lorenzo,2017413,Francesco,10808626,109.36,145.92,8,2018
Tomas,5892024,Ignacio,12608269,94.26,155.94,8,2018
Jody,271999,Ken,827363,109.84,119.42,7,2018
Dajuan,276726,Ignacio,12608269,179.66,121.76,7,2018
Waso,378644,Rochas,2012141,113.60,102.08,7,2018
John,793573,Michael,7611079,84.20,90.00,7,2018
Andreas,1088807,romain,1360516,132.48,159.62,7,2018
Chris,1191284,Lorenzo,2017413,150.26,127.82,7,2018
Matt,3190107,Tomas,5892024,103.46,109.26,7,2018
LUCIAN,7582304,Francesco,10808626,118.44,173.12,7,2018
Jody,271999,Chris,1191284,144.72,157.84,6,2018
Dajuan,276726,Tomas,5892024,157.98,149.20,6,2018
Waso,378644,Michael,7611079,161.20,99.50,6,2018
John,793573,Lorenzo,2017413,101.06,107.14,6,2018
Ken,827363,Andreas,1088807,92.40,146.16,6,2018
romain,1360516,LUCIAN,7582304,184.62,133.74,6,2018
Rochas,2012141,Francesco,10808626,149.62,113.56,6,2018
Matt,3190107,Ignacio,12608269,69.18,137.74,6,2018
Jody,271999,Lorenzo,2017413,148.68,130.72,5,2018
Dajuan,276726,Waso,378644,139.82,89.90,5,2018
John,793573,Francesco,10808626,127.82,97.80,5,2018
Ken,827363,LUCIAN,7582304,122.18,148.22,5,2018
Andreas,1088807,Chris,1191284,154.48,146.36,5,2018
romain,1360516,Ignacio,12608269,127.00,76.84,5,2018
Rochas,2012141,Tomas,5892024,131.66,177.76,5,2018
Matt,3190107,Michael,7611079,84.12,166.18,5,2018
Jody,271999,Michael,7611079,92.50,121.92,4,2018
Dajuan,276726,John,793573,145.16,139.58,4,2018
Waso,378644,LUCIAN,7582304,190.10,152.86,4,2018
Ken,827363,Francesco,10808626,134.48,105.52,4,2018
Andreas,1088807,Rochas,2012141,180.04,166.68,4,2018
Chris,1191284,Ignacio,12608269,97.94,164.90,4,2018
romain,1360516,Matt,3190107,155.06,173.28,4,2018
Lorenzo,2017413,Tomas,5892024,96.06,144.96,4,2018
Jody,271999,Francesco,10808626,97.74,151.04,3,2018
Dajuan,276726,Andreas,1088807,170.96,156.52,3,2018
Waso,378644,romain,1360516,130.04,121.28,3,2018
John,793573,Matt,3190107,115.98,157.32,3,2018
Ken,827363,Rochas,2012141,133.56,126.28,3,2018
Chris,1191284,LUCIAN,7582304,128.32,98.78,3,2018
Lorenzo,2017413,Ignacio,12608269,134.34,128.42,3,2018
Tomas,5892024,Michael,7611079,160.58,135.00,3,2018
Jody,271999,John,793573,128.14,118.02,2,2018
Dajuan,276726,LUCIAN,7582304,186.74,160.38,2,2018
Waso,378644,Francesco,10808626,118.06,102.92,2,2018
Ken,827363,Ignacio,12608269,185.40,125.98,2,2018
Andreas,1088807,Tomas,5892024,159.88,114.80,2,2018
Chris,1191284,romain,1360516,87.26,171.18,2,2018
Rochas,2012141,Michael,7611079,114.20,163.54,2,2018
Lorenzo,2017413,Matt,3190107,128.84,135.08,2,2018
Jody,271999,Dajuan,276726,157.86,184.84,1,2018
Waso,378644,Ken,827363,96.10,107.90,1,2018
John,793573,LUCIAN,7582304,101.92,136.30,1,2018
Andreas,1088807,Ignacio,12608269,160.10,165.02,1,2018
Chris,1191284,Tomas,5892024,129.64,137.94,1,2018
romain,1360516,Francesco,10808626,135.90,137.26,1,2018
Rochas,2012141,Matt,3190107,133.52,152.44,1,2018
Lorenzo,2017413,Michael,7611079,95.38,107.44,1,2018
Jody,271999,Tomas,5892024,87.66,132.92,16,2017
Dajuan,276726,DB,2442650,133.82,115.12,16,2017
John,793573,Lorenzo,2017413,101.86,86.46,16,2017
Ken,827363,Ignacio,12608269,113.04,191.82,16,2017
Andreas,1088807,Charlie,2466210,101.88,94.08,16,2017
romain,1360516,Michael,7611079,131.36,110.96,16,2017
Rochas,2012141,Matt,3190107,71.46,80.62,16,2017
Justin,3237775,LUCIAN,7582304,109.76,96.16,16,2017
Jody,271999,LUCIAN,7582304,117.28,113.50,15,2017
Dajuan,276726,Andreas,1088807,131.10,92.60,15,2017
John,793573,Ignacio,12608269,132.72,171.30,15,2017
Ken,827363,Lorenzo,2017413,172.48,106.20,15,2017
romain,1360516,Rochas,2012141,128.64,128.08,15,2017
DB,2442650,Charlie,2466210,134.54,73.22,15,2017
Matt,3190107,Michael,7611079,87.68,131.18,15,2017
Justin,3237775,Tomas,5892024,89.84,120.50,15,2017
Jody,271999,Ken,827363,94.98,132.04,14,2017
Dajuan,276726,Matt,3190107,131.98,134.14,14,2017
John,793573,Tomas,5892024,139.82,107.06,14,2017
Andreas,1088807,Michael,7611079,123.32,139.30,14,2017
romain,1360516,DB,2442650,110.84,108.40,14,2017
Rochas,2012141,Charlie,2466210,125.94,97.98,14,2017
Lorenzo,2017413,LUCIAN,7582304,131.66,114.84,14,2017
Justin,3237775,Ignacio,12608269,128.24,135.62,14,2017
Jody,271999,Ken,827363,115.44,154.76,13,2017
Dajuan,276726,Matt,3190107,136.06,143.48,13,2017
John,793573,Ignacio,12608269,129.32,108.10,13,2017
Andreas,1088807,Tomas,5892024,70.66,151.30,13,2017
romain,1360516,Lorenzo,2017413,114.10,122.28,13,2017
Rochas,2012141,Michael,7611079,100.36,138.50,13,2017
DB,2442650,LUCIAN,7582304,139.78,103.84,13,2017
Charlie,2466210,Justin,3237775,97.72,109.46,13,2017
Jody,271999,Tomas,5892024,153.32,151.00,12,2017
Dajuan,276726,romain,1360516,117.78,101.72,12,2017
John,793573,Lorenzo,2017413,101.58,148.44,12,2017
Ken,827363,Andreas,1088807,130.08,104.50,12,2017
Rochas,2012141,Ignacio,12608269,113.86,137.56,12,2017
DB,2442650,Charlie,2466210,110.72,120.12,12,2017
Matt,3190107,Michael,7611079,135.72,126.14,12,2017
Justin,3237775,LUCIAN,7582304,115.14,112.80,12,2017
Jody,271999,John,793573,127.88,156.20,11,2017
Dajuan,276726,Charlie,2466210,83.48,100.80,11,2017
Ken,827363,Justin,3237775,139.84,166.90,11,2017
Andreas,1088807,Lorenzo,2017413,64.36,143.52,11,2017
romain,1360516,Matt,3190107,95.96,128.62,11,2017
Rochas,2012141,Tomas,5892024,98.82,126.86,11,2017
DB,2442650,Michael,7611079,119.00,130.46,11,2017
LUCIAN,7582304,Ignacio,12608269,103.38,146.54,11,2017
Jody,271999,LUCIAN,7582304,101.28,167.88,10,2017
Dajuan,276726,Charlie,2466210,96.52,91.16,10,2017
John,793573,Rochas,2012141,109.44,91.74,10,2017
Ken,827363,Ignacio,12608269,156.26,109.20,10,2017
Andreas,1088807,DB,2442650,115.06,109.78,10,2017
romain,1360516,Justin,3237775,138.06,98.16,10,2017
Lorenzo,2017413,Tomas,5892024,110.56,126.00,10,2017
Matt,3190107,Michael,7611079,129.12,121.60,10,2017
Jody,271999,Matt,3190107,128.70,146.48,9,2017
Dajuan,276726,DB,2442650,121.70,115.64,9,2017
John,793573,LUCIAN,7582304,75.44,105.20,9,2017
Ken,827363,Michael,7611079,106.12,103.34,9,2017
Andreas,1088807,romain,1360516,66.18,99.14,9,2017
Rochas,2012141,Justin,3237775,90.80,96.92,9,2017
Lorenzo,2017413,Charlie,2466210,117.32,99.02,9,2017
Tomas,5892024,Ignacio,12608269,159.58,99.44,9,2017
Jody,271999,Dajuan,276726,121.80,118.84,8,2017
John,793573,Ken,827363,81.52,131.30,8,2017
Andreas,1088807,DB,2442650,85.14,135.40,8,2017
romain,1360516,Justin,3237775,86.42,120.30,8,2017
Rochas,2012141,LUCIAN,7582304,76.46,125.42,8,2017
Lorenzo,2017413,Matt,3190107,104.68,100.18,8,2017
Charlie,2466210,Tomas,5892024,173.56,142.38,8,2017
Michael,7611079,Ignacio,12608269,109.34,111.68,8,2017
Jody,271999,LUCIAN,7582304,154.98,151.68,7,2017
Dajuan,276726,Michael,7611079,66.80,131.36,7,2017
John,793573,DB,2442650,127.66,81.82,7,2017
Ken,827363,Matt,3190107,120.46,115.96,7,2017
Andreas,1088807,Charlie,2466210,90.18,109.54,7,2017
romain,1360516,Ignacio,12608269,126.88,141.48,7,2017
Rochas,2012141,Lorenzo,2017413,128.30,119.78,7,2017
Justin,3237775,Tomas,5892024,101.14,113.60,7,2017
Jody,271999,romain,1360516,113.48,134.98,6,2017
Dajuan,276726,Rochas,2012141,137.08,87.38,6,2017
John,793573,Tomas,5892024,124.58,134.30,6,2017
Ken,827363,Lorenzo,2017413,132.64,102.12,6,2017
Andreas,1088807,Ignacio,12608269,73.54,80.86,6,2017
DB,2442650,Justin,3237775,82.34,107.74,6,2017
Charlie,2466210,Matt,3190107,119.06,108.64,6,2017
LUCIAN,7582304,Michael,7611079,179.92,153.36,6,2017
Jody,271999,Ignacio,12608269,132.42,102.82,5,2017
Dajuan,276726,Justin,3237775,97.80,92.66,5,2017
John,793573,Charlie,2466210,121.12,131.98,5,2017
Ken,827363,DB,2442650,113.52,113.16,5,2017
Andreas,1088807,LUCIAN,7582304,97.86,83.34,5,2017
romain,1360516,Tomas,5892024,86.22,154.88,5,2017
Rochas,2012141,Matt,3190107,129.54,102.72,5,2017
Lorenzo,2017413,Michael,7611079,127.34,119.28,5,2017
Jody,271999,DB,2442650,85.94,103.18,4,2017
Dajuan,276726,LUCIAN,7582304,117.98,134.78,4,2017
John,793573,romain,1360516,141.28,148.44,4,2017
Ken,827363,Ignacio,12608269,179.18,145.18,4,2017
Andreas,1088807,Matt,3190107,129.88,106.70,4,2017
Rochas,2012141,Charlie,2466210,128.06,108.54,4,2017
Lorenzo,2017413,Tomas,5892024,101.86,152.34,4,2017
Justin,3237775,Michael,7611079,144.92,109.80,4,2017
Jody,271999,Rochas,2012141,72.68,115.78,3,2017
Dajuan,276726,Ken,827363,125.40,91.88,3,2017
John,793573,Andreas,1088807,135.72,147.52,3,2017
romain,1360516,Michael,7611079,153.06,100.58,3,2017
Lorenzo,2017413,Justin,3237775,102.42,116.00,3,2017
DB,2442650,Tomas,5892024,131.58,136.68,3,2017
Charlie,2466210,Ignacio,12608269,107.76,134.00,3,2017
Matt,3190107,LUCIAN,7582304,151.62,172.54,3,2017
Jody,271999,Lorenzo,2017413,137.38,98.12,2,2017
Dajuan,276726,Andreas,1088807,125.68,149.10,2,2017
John,793573,Rochas,2012141,141.98,109.82,2,2017
Ken,827363,Tomas,5892024,122.82,90.78,2,2017
romain,1360516,LUCIAN,7582304,65.08,105.46,2,2017
DB,2442650,Matt,3190107,134.94,92.06,2,2017
Charlie,2466210,Michael,7611079,122.40,150.62,2,2017
Justin,3237775,Ignacio,12608269,109.84,170.86,2,2017
Jody,271999,Andreas,1088807,99.64,105.02,1,2017
Dajuan,276726,Lorenzo,2017413,84.38,102.14,1,2017
John,793573,Michael,7611079,109.78,92.02,1,2017
Ken,827363,Rochas,2012141,102.54,92.82,1,2017
romain,1360516,Charlie,2466210,171.68,97.92,1,2017
DB,2442650,Ignacio,12608269,123.86,123.12,1,2017
Matt,3190107,Justin,3237775,82.02,111.54,1,2017
Tomas,5892024,LUCIAN,7582304,124.66,107.60,1,2017
Jody,271999,Justin,3237775,120.06,173.42,16,2016
Dajuan,276726,Rochas,2012141,120.36,144.54,16,2016
John,793573,Lorenzo,2017413,139.52,81.26,16,2016
Ken,827363,Andreas,1088807,81.12,143.94,16,2016
romain,1360516,DB,2442650,174.34,175.52,16,2016
Charlie,2466210,Tomas,5892024,114.14,104.28,16,2016
Matt,3190107,Ignacio,12608269,104.54,121.26,16,2016
LUCIAN,7582304,Michael,7611079,136.46,65.58,16,2016
Jody,271999,Rochas,2012141,108.30,115.82,15,2016
Dajuan,276726,Justin,3237775,129.72,123.00,15,2016
John,793573,romain,1360516,87.18,145.98,15,2016
Ken,827363,Tomas,5892024,105.20,88.12,15,2016
Andreas,1088807,Charlie,2466210,183.96,82.94,15,2016
Lorenzo,2017413,DB,2442650,115.96,176.74,15,2016
Matt,3190107,LUCIAN,7582304,147.90,111.28,15,2016
Michael,7611079,Ignacio,12608269,62.38,132.08,15,2016
Jody,271999,Lorenzo,2017413,117.12,112.28,14,2016
Dajuan,276726,John,793573,175.34,119.16,14,2016
Ken,827363,Matt,3190107,116.30,101.56,14,2016
Andreas,1088807,Ignacio,12608269,107.34,82.46,14,2016
romain,1360516,Justin,3237775,118.94,126.24,14,2016
Rochas,2012141,DB,2442650,121.66,105.68,14,2016
Charlie,2466210,Michael,7611079,89.02,50.72,14,2016
Tomas,5892024,LUCIAN,7582304,131.24,89.96,14,2016
Jody,271999,Charlie,2466210,115.12,82.10,13,2016
Dajuan,276726,Ken,827363,130.30,59.74,13,2016
John,793573,Lorenzo,2017413,94.04,104.68,13,2016
Andreas,1088807,Justin,3237775,104.30,141.62,13,2016
romain,1360516,Tomas,5892024,128.36,117.16,13,2016
Rochas,2012141,LUCIAN,7582304,171.12,129.76,13,2016
DB,2442650,Michael,7611079,117.46,73.66,13,2016
Matt,3190107,Ignacio,12608269,103.94,126.22,13,2016
Jody,271999,Michael,7611079,123.98,102.32,12,2016
Dajuan,276726,Justin,3237775,173.62,172.98,12,2016
John,793573,Charlie,2466210,107.78,100.82,12,2016
Ken,827363,Tomas,5892024,93.44,166.64,12,2016
Andreas,1088807,Matt,3190107,164.56,126.10,12,2016
romain,1360516,Rochas,2012141,137.12,127.90,12,2016
Lorenzo,2017413,LUCIAN,7582304,130.10,60.36,12,2016
DB,2442650,Ignacio,12608269,101.58,150.76,12,2016
Jody,271999,Justin,3237775,123.32,92.82,11,2016
Dajuan,276726,Lorenzo,2017413,149.38,114.82,11,2016
John,793573,Matt,3190107,117.18,124.48,11,2016
Ken,827363,romain,1360516,78.88,185.52,11,2016
Andreas,1088807,Charlie,2466210,138.78,146.08,11,2016
Rochas,2012141,Ignacio,12608269,139.78,95.56,11,2016
DB,2442650,Tomas,5892024,94.20,90.04,11,2016
LUCIAN,7582304,Michael,7611079,83.34,106.10,11,2016
Jody,271999,LUCIAN,7582304,127.64,113.44,10,2016
Dajuan,276726,Charlie,2466210,151.76,126.60,10,2016
John,793573,Rochas,2012141,103.24,121.12,10,2016
Ken,827363,Ignacio,12608269,143.10,130.44,10,2016
Andreas,1088807,DB,2442650,92.96,114.14,10,2016
romain,1360516,Justin,3237775,164.52,134.90,10,2016
Lorenzo,2017413,Tomas,5892024,156.82,96.94,10,2016
Matt,3190107,Michael,7611079,98.36,111.56,10,2016
Jody,271999,DB,2442650,119.16,136.32,9,2016
Dajuan,276726,Michael,7611079,108.10,102.48,9,2016
John,793573,Ken,827363,133.74,130.30,9,2016
Andreas,1088807,Tomas,5892024,145.42,96.12,9,2016
romain,1360516,LUCIAN,7582304,64.92,132.60,9,2016
Rochas,2012141,Lorenzo,2017413,121.06,148.00,9,2016
Charlie,2466210,Ignacio,12608269,106.58,146.52,9,2016
Matt,3190107,Justin,3237775,87.06,147.48,9,2016
Jody,271999,LUCIAN,7582304,154.30,48.94,8,2016
Dajuan,276726,Matt,3190107,165.64,101.32,8,2016
John,793573,Tomas,5892024,110.06,85.96,8,2016
Ken,827363,Ignacio,12608269,98.40,90.32,8,2016
Andreas,1088807,romain,1360516,81.62,164.64,8,2016
Rochas,2012141,Justin,3237775,149.96,100.56,8,2016
Lorenzo,2017413,DB,2442650,149.24,176.36,8,2016
Charlie,2466210,Michael,7611079,113.98,152.14,8,2016
Jody,271999,Ignacio,12608269,179.14,121.72,7,2016
Dajuan,276726,Andreas,1088807,179.76,136.36,7,2016
John,793573,romain,1360516,87.26,92.78,7,2016
Ken,827363,DB,2442650,130.56,137.20,7,2016
Rochas,2012141,Tomas,5892024,160.70,85.66,7,2016
Lorenzo,2017413,Charlie,2466210,133.42,97.84,7,2016
Matt,3190107,LUCIAN,7582304,85.86,90.84,7,2016
Justin,3237775,Michael,7611079,100.42,133.34,7,2016
Jody,271999,Ken,827363,141.10,110.48,6,2016
Dajuan,276726,John,793573,124.18,125.44,6,2016
Andreas,1088807,Rochas,2012141,124.72,108.70,6,2016
romain,1360516,Justin,3237775,128.90,129.22,6,2016
Lorenzo,2017413,Michael,7611079,143.44,105.98,6,2016
DB,2442650,Matt,3190107,204.98,116.30,6,2016
Charlie,2466210,LUCIAN,7582304,110.18,117.18,6,2016
Tomas,5892024,Ignacio,12608269,109.62,80.78,6,2016
Jody,271999,Lorenzo,2017413,154.82,145.82,5,2016
Dajuan,276726,DB,2442650,122.90,124.94,5,2016
John,793573,Michael,7611079,138.18,91.76,5,2016
Ken,827363,LUCIAN,7582304,98.22,116.10,5,2016
Andreas,1088807,Ignacio,12608269,95.26,155.50,5,2016
romain,1360516,Matt,3190107,115.08,129.36,5,2016
Rochas,2012141,Charlie,2466210,186.82,80.76,5,2016
Justin,3237775,Tomas,5892024,119.22,108.26,5,2016
Jody,271999,Andreas,1088807,136.60,119.42,4,2016
Dajuan,276726,Ignacio,12608269,155.80,117.22,4,2016
John,793573,Justin,3237775,140.64,104.68,4,2016
Ken,827363,Michael,7611079,133.20,121.36,4,2016
romain,1360516,Charlie,2466210,128.32,120.12,4,2016
Rochas,2012141,Matt,3190107,148.62,88.20,4,2016
Lorenzo,2017413,Tomas,5892024,109.68,112.82,4,2016
DB,2442650,LUCIAN,7582304,90.94,109.98,4,2016
Jody,271999,Matt,3190107,173.78,93.90,3,2016
Dajuan,276726,Tomas,5892024,135.82,130.80,3,2016
John,793573,LUCIAN,7582304,155.06,96.74,3,2016
Ken,827363,Andreas,1088807,115.88,95.82,3,2016
romain,1360516,Lorenzo,2017413,166.86,88.48,3,2016
Rochas,2012141,Michael,7611079,117.66,127.86,3,2016
DB,2442650,Charlie,2466210,109.10,114.68,3,2016
Justin,3237775,Ignacio,12608269,168.20,156.38,3,2016
Jody,271999,romain,1360516,199.44,123.70,2,2016
Dajuan,276726,LUCIAN,7582304,154.14,86.86,2,2016
John,793573,Rochas,2012141,127.96,161.24,2,2016
Ken,827363,Matt,3190107,153.72,104.38,2,2016
Andreas,1088807,DB,2442650,55.72,148.20,2,2016
Lorenzo,2017413,Justin,3237775,101.26,127.38,2,2016
Charlie,2466210,Tomas,5892024,112.52,116.90,2,2016
Michael,7611079,Ignacio,12608269,131.82,112.86,2,2016
Jody,271999,Tomas,5892024,118.18,124.02,1,2016
Dajuan,276726,Rochas,2012141,125.12,161.98,1,2016
John,793573,DB,2442650,116.74,122.44,1,2016
Ken,827363,Lorenzo,2017413,169.06,105.62,1,2016
Andreas,1088807,Michael,7611079,132.24,142.76,1,2016
romain,1360516,Ignacio,12608269,133.78,103.30,1,2016
Charlie,2466210,Matt,3190107,165.42,91.08,1,2016
Justin,3237775,LUCIAN,7582304,138.70,118.52,1,2016
Jody,271999,Ali,10711726,118.48,73.44,16,2015
Dajuan,276726,DB,2442650,122.70,122.70,16,2015
Waso,378644,Gary,3733263,141.90,120.90,16,2015
John,793573,Andreas,1088807,102.58,116.84,16,2015
romain,1360516,Justin,3237775,151.70,95.92,16,2015
Rochas,2012141,Charlie,2466210,122.24,65.58,16,2015
Lorenzo,2017413,Tomas,5892024,206.20,136.90,16,2015
Matt,3190107,gary,8002208,145.78,78.30,16,2015
Jody,271999,Charlie,2466210,112.94,96.56,15,2015
Dajuan,276726,romain,1360516,98.98,149.44,15,2015
Waso,378644,Matt,3190107,144.30,115.54,15,2015
John,793573,Lorenzo,2017413,132.88,150.74,15,2015
Andreas,1088807,Tomas,5892024,160.84,163.74,15,2015
Rochas,2012141,Ali,10711726,114.46,143.94,15,2015
DB,2442650,Justin,3237775,112.42,154.84,15,2015
Gary,3733263,gary,8002208,142.40,136.42,15,2015
Jody,271999,Waso,378644,105.50,99.36,14,2015
Dajuan,276726,Tomas,5892024,127.78,117.74,14,2015
