TeamName,OwnerID,OpponentName,OpponentID,TeamScore,OpponentScore,Week,Year
John,793573,DB,2442650,105.60,130.44,14,2015
Andreas,1088807,romain,1360516,116.18,130.28,14,2015
Rochas,2012141,gary,8002208,128.60,103.58,14,2015
Lorenzo,2017413,Justin,3237775,148.12,208.92,14,2015
Charlie,2466210,Matt,3190107,135.00,108.06,14,2015
Gary,3733263,Ali,10711726,102.48,119.44,14,2015
Jody,271999,John,793573,100.18,148.42,13,2015
Dajuan,276726,Justin,3237775,118.84,128.18,13,2015
Waso,378644,Gary,3733263,113.50,131.56,13,2015
Andreas,1088807,Ali,10711726,71.28,148.68,13,2015
romain,1360516,gary,8002208,158.36,163.94,13,2015
Rochas,2012141,Matt,3190107,107.80,164.66,13,2015
Lorenzo,2017413,DB,2442650,153.84,102.88,13,2015
Charlie,2466210,Tomas,5892024,131.46,132.68,13,2015
Jody,271999,Matt,3190107,139.50,104.32,12,2015
Dajuan,276726,John,793573,128.16,81.60,12,2015
Waso,378644,Rochas,2012141,157.84,127.90,12,2015
Andreas,1088807,Charlie,2466210,136.84,116.14,12,2015
romain,1360516,Tomas,5892024,140.30,132.90,12,2015
Lorenzo,2017413,Justin,3237775,139.50,135.92,12,2015
DB,2442650,Gary,3733263,201.46,109.24,12,2015
gary,8002208,Ali,10711726,123.74,82.88,12,2015
Jody,271999,Andreas,1088807,114.96,134.60,11,2015
Dajuan,276726,Tomas,5892024,147.82,114.64,11,2015
Waso,378644,DB,2442650,74.78,68.16,11,2015
John,793573,Ali,10711726,134.24,74.80,11,2015
romain,1360516,Rochas,2012141,142.10,113.98,11,2015
Lorenzo,2017413,Gary,3733263,124.20,96.94,11,2015
Charlie,2466210,Justin,3237775,86.20,138.18,11,2015
Matt,3190107,gary,8002208,77.38,64.68,11,2015
Jody,271999,romain,1360516,119.74,58.18,10,2015
Dajuan,276726,Ali,10711726,119.70,99.94,10,2015
Waso,378644,Justin,3237775,70.16,137.92,10,2015
John,793573,Matt,3190107,136.00,117.12,10,2015
Andreas,1088807,DB,2442650,154.08,104.10,10,2015
Rochas,2012141,Charlie,2466210,90.18,115.42,10,2015
Lorenzo,2017413,Tomas,5892024,103.02,152.88,10,2015
Gary,3733263,gary,8002208,110.20,94.66,10,2015
Jody,271999,gary,8002208,112.00,135.62,9,2015
Dajuan,276726,Ali,10711726,134.88,66.82,9,2015
Waso,378644,Charlie,2466210,88.66,77.96,9,2015
John,793573,Rochas,2012141,78.12,101.86,9,2015
Andreas,1088807,Lorenzo,2017413,170.68,137.50,9,2015
romain,1360516,DB,2442650,98.26,138.16,9,2015
Matt,3190107,Gary,3733263,114.44,146.96,9,2015
Justin,3237775,Tomas,5892024,149.16,192.64,9,2015
Jody,271999,Dajuan,276726,145.84,164.66,8,2015
Waso,378644,romain,1360516,103.46,123.80,8,2015
John,793573,Matt,3190107,124.34,130.50,8,2015
Andreas,1088807,Rochas,2012141,129.58,124.28,8,2015
Lorenzo,2017413,Charlie,2466210,152.28,109.46,8,2015
DB,2442650,Ali,10711726,139.98,117.28,8,2015
Justin,3237775,Gary,3733263,162.22,92.38,8,2015
Tomas,5892024,gary,8002208,125.10,63.10,8,2015
Jody,271999,Lorenzo,2017413,137.02,178.12,7,2015
Dajuan,276726,Charlie,2466210,137.58,69.70,7,2015
Waso,378644,gary,8002208,69.28,66.92,7,2015
John,793573,DB,2442650,110.32,91.14,7,2015
Andreas,1088807,Matt,3190107,146.40,74.04,7,2015
romain,1360516,Justin,3237775,97.60,130.68,7,2015
Rochas,2012141,Gary,3733263,113.44,112.52,7,2015
Tomas,5892024,Ali,10711726,198.38,148.58,7,2015
Jody,271999,Ali,10711726,208.58,127.66,6,2015
Dajuan,276726,romain,1360516,133.12,169.44,6,2015
Waso,378644,Andreas,1088807,120.86,126.96,6,2015
John,793573,Tomas,5892024,145.58,80.94,6,2015
Rochas,2012141,gary,8002208,120.60,129.22,6,2015
Lorenzo,2017413,Matt,3190107,138.68,157.08,6,2015
DB,2442650,Justin,3237775,119.20,87.16,6,2015
Charlie,2466210,Gary,3733263,97.56,102.44,6,2015
Jody,271999,Charlie,2466210,137.82,98.02,5,2015
Dajuan,276726,Lorenzo,2017413,68.74,88.62,5,2015
Waso,378644,John,793573,102.70,149.72,5,2015
Andreas,1088807,romain,1360516,131.66,164.52,5,2015
Rochas,2012141,Justin,3237775,89.26,164.08,5,2015
DB,2442650,gary,8002208,121.98,55.02,5,2015
Matt,3190107,Tomas,5892024,129.70,150.44,5,2015
Gary,3733263,Ali,10711726,132.04,113.50,5,2015
Jody,271999,Rochas,2012141,131.26,108.22,4,2015
Dajuan,276726,DB,2442650,135.88,120.32,4,2015
Waso,378644,Justin,3237775,131.90,166.66,4,2015
John,793573,gary,8002208,75.46,77.32,4,2015
Andreas,1088807,Gary,3733263,106.80,115.64,4,2015
romain,1360516,Ali,10711726,125.80,124.80,4,2015
Lorenzo,2017413,Tomas,5892024,103.22,111.70,4,2015
Charlie,2466210,Matt,3190107,148.20,64.70,4,2015
Jody,271999,Waso,378644,136.02,140.00,3,2015
Dajuan,276726,Andreas,1088807,133.90,193.00,3,2015
John,793573,Charlie,2466210,139.14,147.58,3,2015
romain,1360516,Matt,3190107,113.78,137.38,3,2015
Rochas,2012141,Lorenzo,2017413,105.58,167.70,3,2015
DB,2442650,Tomas,5892024,151.00,135.94,3,2015
Justin,3237775,Ali,10711726,136.18,141.74,3,2015
Gary,3733263,gary,8002208,111.18,99.06,3,2015
Jody,271999,romain,1360516,126.08,142.80,2,2015
Dajuan,276726,Gary,3733263,125.30,106.96,2,2015
Waso,378644,Ali,10711726,100.86,129.02,2,2015
John,793573,Andreas,1088807,146.14,131.72,2,2015
Rochas,2012141,Tomas,5892024,136.64,108.70,2,2015
Lorenzo,2017413,gary,8002208,96.20,136.74,2,2015
DB,2442650,Charlie,2466210,143.78,111.76,2,2015
Matt,3190107,Justin,3237775,138.00,137.70,2,2015
Jody,271999,Tomas,5892024,133.62,92.84,1,2015
Dajuan,276726,Rochas,2012141,210.18,129.14,1,2015
Waso,378644,Matt,3190107,129.74,147.80,1,2015
John,793573,Justin,3237775,129.44,84.80,1,2015
Andreas,1088807,DB,2442650,97.72,128.38,1,2015
romain,1360516,Gary,3733263,170.00,124.18,1,2015
Lorenzo,2017413,Ali,10711726,111.56,109.92,1,2015
Charlie,2466210,gary,8002208,88.56,132.06,1,2015
Justin,142235,romain,1360516,96.08,152.26,16,2014
Jody,271999,Andreas,1088807,118.26,129.24,16,2014
Dajuan,276726,Rochas,2012141,171.94,137.16,16,2014
Waso,378644,Justin,3237775,120.66,120.46,16,2014
John,793573,Gary,3733263,136.68,96.32,16,2014
Steve,1341692,Tomas,5892024,121.54,84.56,16,2014
Lorenzo,2017413,Charlie,2466210,123.86,93.90,16,2014
DB,2442650,Matt,3190107,59.08,100.94,16,2014
Justin,142235,Lorenzo,2017413,119.70,94.08,15,2014
Jody,271999,Matt,3190107,134.44,124.58,15,2014
Dajuan,276726,John,793573,188.76,138.64,15,2014
Waso,378644,Steve,1341692,97.64,96.14,15,2014
Andreas,1088807,DB,2442650,115.72,78.52,15,2014
romain,1360516,Charlie,2466210,138.62,83.30,15,2014
Rochas,2012141,Gary,3733263,136.80,114.30,15,2014
Justin,3237775,Tomas,5892024,94.52,84.82,15,2014
Justin,142235,Rochas,2012141,140.80,163.18,14,2014
Jody,271999,Tomas,5892024,94.14,129.64,14,2014
Dajuan,276726,Charlie,2466210,158.26,89.32,14,2014
Waso,378644,DB,2442650,150.30,110.18,14,2014
John,793573,romain,1360516,142.44,111.22,14,2014
Andreas,1088807,Steve,1341692,122.16,148.68,14,2014
Lorenzo,2017413,Gary,3733263,114.22,116.58,14,2014
Matt,3190107,Justin,3237775,126.34,153.56,14,2014
Justin,142235,Jody,271999,138.04,106.64,13,2014
Dajuan,276726,Matt,3190107,148.82,115.26,13,2014
Waso,378644,DB,2442650,167.08,94.96,13,2014
John,793573,Rochas,2012141,139.42,189.20,13,2014
Andreas,1088807,Gary,3733263,127.42,95.40,13,2014
Steve,1341692,Tomas,5892024,92.30,146.98,13,2014
romain,1360516,Charlie,2466210,92.24,111.86,13,2014
Lorenzo,2017413,Justin,3237775,169.56,108.80,13,2014
Justin,142235,Steve,1341692,127.20,102.04,12,2014
Jody,271999,John,793573,122.04,108.96,12,2014
Dajuan,276726,Rochas,2012141,155.48,129.80,12,2014
Waso,378644,Lorenzo,2017413,104.32,108.68,12,2014
Andreas,1088807,romain,1360516,149.88,157.14,12,2014
DB,2442650,Charlie,2466210,64.72,112.98,12,2014
Matt,3190107,Justin,3237775,151.60,95.18,12,2014
Gary,3733263,Tomas,5892024,166.70,116.28,12,2014
Justin,142235,Gary,3733263,102.40,136.34,11,2014
Jody,271999,Dajuan,276726,102.90,139.76,11,2014
Waso,378644,Matt,3190107,104.36,73.08,11,2014
John,793573,Steve,1341692,140.68,71.20,11,2014
Andreas,1088807,Tomas,5892024,139.14,137.38,11,2014
romain,1360516,DB,2442650,121.62,132.88,11,2014
Rochas,2012141,Justin,3237775,173.02,106.68,11,2014
Lorenzo,2017413,Charlie,2466210,72.64,82.86,11,2014
Justin,142235,Andreas,1088807,111.18,144.28,10,2014
Jody,271999,Justin,3237775,117.24,94.38,10,2014
Dajuan,276726,Steve,1341692,183.76,166.92,10,2014
Waso,378644,Rochas,2012141,104.36,177.70,10,2014
John,793573,Gary,3733263,110.30,104.14,10,2014
romain,1360516,Tomas,5892024,188.30,74.32,10,2014
Lorenzo,2017413,DB,2442650,89.88,88.48,10,2014
Charlie,2466210,Matt,3190107,121.60,98.46,10,2014
Justin,142235,Tomas,5892024,103.18,135.96,9,2014
Jody,271999,Waso,378644,102.34,124.52,9,2014
Dajuan,276726,Gary,3733263,172.12,157.88,9,2014
John,793573,Andreas,1088807,154.60,99.64,9,2014
Steve,1341692,Justin,3237775,114.64,163.72,9,2014
romain,1360516,Lorenzo,2017413,122.62,98.46,9,2014
Rochas,2012141,Charlie,2466210,123.20,100.36,9,2014
DB,2442650,Matt,3190107,85.96,78.54,9,2014
Justin,142235,romain,1360516,158.54,136.26,8,2014
Jody,271999,Charlie,2466210,86.90,71.94,8,2014
Dajuan,276726,Andreas,1088807,194.44,155.72,8,2014
Waso,378644,Steve,1341692,146.52,106.12,8,2014
John,793573,Tomas,5892024,209.90,131.70,8,2014
Rochas,2012141,DB,2442650,179.68,78.84,8,2014
Lorenzo,2017413,Matt,3190107,137.40,78.84,8,2014
Justin,3237775,Gary,3733263,216.54,150.98,8,2014
Justin,142235,John,793573,129.32,128.80,7,2014
Jody,271999,DB,2442650,92.12,60.80,7,2014
Dajuan,276726,Tomas,5892024,195.86,92.86,7,2014
Waso,378644,Gary,3733263,116.78,123.78,7,2014
Andreas,1088807,Justin,3237775,121.66,136.10,7,2014
Steve,1341692,Charlie,2466210,84.02,103.10,7,2014
romain,1360516,Matt,3190107,214.22,93.96,7,2014
Rochas,2012141,Lorenzo,2017413,94.54,91.66,7,2014
Justin,142235,Dajuan,276726,139.10,108.30,6,2014
Jody,271999,Lorenzo,2017413,108.02,127.08,6,2014
Waso,378644,Andreas,1088807,109.44,139.78,6,2014
John,793573,romain,1360516,104.88,169.94,6,2014
Steve,1341692,DB,2442650,123.86,78.74,6,2014
Rochas,2012141,Matt,3190107,139.90,105.98,6,2014
Charlie,2466210,Gary,3733263,123.26,167.94,6,2014
Justin,3237775,Tomas,5892024,126.90,108.84,6,2014
Justin,142235,Justin,3237775,82.70,116.92,5,2014
Jody,271999,Matt,3190107,90.84,104.38,5,2014
Dajuan,276726,John,793573,126.00,146.72,5,2014
Waso,378644,Tomas,5892024,107.10,117.14,5,2014
Andreas,1088807,Charlie,2466210,133.64,145.46,5,2014
Steve,1341692,Lorenzo,2017413,114.96,119.60,5,2014
romain,1360516,Rochas,2012141,170.54,141.04,5,2014
DB,2442650,Gary,3733263,100.92,142.94,5,2014
Justin,142235,Waso,378644,111.50,143.06,4,2014
Jody,271999,Rochas,2012141,138.82,96.68,4,2014
Dajuan,276726,romain,1360516,113.16,170.90,4,2014
John,793573,Justin,3237775,132.18,127.02,4,2014
Andreas,1088807,DB,2442650,139.60,57.18,4,2014
Steve,1341692,Matt,3190107,106.88,96.58,4,2014
Lorenzo,2017413,Gary,3733263,166.32,170.18,4,2014
Charlie,2466210,Tomas,5892024,125.38,109.78,4,2014
Justin,142235,Charlie,2466210,160.02,113.92,3,2014
Jody,271999,romain,1360516,118.80,81.22,3,2014
Dajuan,276726,Justin,3237775,128.92,105.28,3,2014
Waso,378644,John,793573,120.32,123.52,3,2014
Andreas,1088807,Lorenzo,2017413,102.74,175.90,3,2014
Steve,1341692,Rochas,2012141,94.02,171.50,3,2014
DB,2442650,Tomas,5892024,103.68,59.04,3,2014
Matt,3190107,Gary,3733263,79.14,101.78,3,2014
Justin,142235,DB,2442650,106.46,83.70,2,2014
Jody,271999,Steve,1341692,90.42,106.92,2,2014
Dajuan,276726,Waso,378644,120.66,116.30,2,2014
John,793573,Charlie,2466210,168.78,97.38,2,2014
Andreas,1088807,Matt,3190107,119.64,98.26,2,2014
romain,1360516,Justin,3237775,130.78,161.94,2,2014
Rochas,2012141,Gary,3733263,118.98,138.28,2,2014
Lorenzo,2017413,Tomas,5892024,159.14,104.54,2,2014
Justin,142235,Lorenzo,2017413,142.02,136.18,1,2014
Jody,271999,Gary,3733263,117.24,118.84,1,2014
Dajuan,276726,Charlie,2466210,133.32,156.26,1,2014
Waso,378644,Justin,3237775,133.80,114.30,1,2014
John,793573,DB,2442650,128.58,163.98,1,2014
Andreas,1088807,Rochas,2012141,73.44,148.70,1,2014
Steve,1341692,romain,1360516,91.08,116.74,1,2014
Matt,3190107,Tomas,5892024,125.08,150.64,1,2014
Justin,142235,Jared,2931218,67.86,166.08,16,2013
Jody,271999,John,793573,98.64,142.44,16,2013
Dajuan,276726,Lorenzo,2017413,125.08,158.32,16,2013
Waso,378644,Justin,3237775,91.64,155.20,16,2013
Andreas,1088807,romain,1360516,106.48,174.72,16,2013
Steve,1341692,Rochas,2012141,111.00,95.70,16,2013
DB,2442650,Robert,4880036,76.16,58.74,16,2013
Gary,3733263,Tomas,5892024,104.12,134.84,16,2013
Justin,142235,Rochas,2012141,113.84,81.30,15,2013
Jody,271999,Justin,3237775,134.12,177.40,15,2013
Dajuan,276726,Andreas,1088807,151.04,154.24,15,2013
Waso,378644,John,793573,161.88,151.20,15,2013
Steve,1341692,Jared,2931218,134.72,154.62,15,2013
romain,1360516,Lorenzo,2017413,221.76,129.82,15,2013
DB,2442650,Gary,3733263,129.56,105.62,15,2013
Robert,4880036,Tomas,5892024,111.76,84.14,15,2013
Justin,142235,Lorenzo,2017413,136.24,188.66,14,2013
Jody,271999,Robert,4880036,90.08,90.88,14,2013
Dajuan,276726,Steve,1341692,150.50,139.16,14,2013
Waso,378644,DB,2442650,120.86,138.56,14,2013
John,793573,Gary,3733263,144.78,170.08,14,2013
Andreas,1088807,Jared,2931218,106.00,86.40,14,2013
romain,1360516,Rochas,2012141,157.32,123.94,14,2013
Justin,3237775,Tomas,5892024,138.98,168.44,14,2013
Justin,142235,Justin,3237775,104.86,130.86,13,2013
Jody,271999,John,793573,116.10,78.66,13,2013
Dajuan,276726,Rochas,2012141,206.18,120.38,13,2013
Waso,378644,DB,2442650,107.14,101.58,13,2013
Andreas,1088807,Gary,3733263,167.60,153.90,13,2013
Steve,1341692,Tomas,5892024,105.38,122.34,13,2013
romain,1360516,Jared,2931218,138.00,201.20,13,2013
Lorenzo,2017413,Robert,4880036,133.56,73.92,13,2013
Justin,142235,Steve,1341692,139.22,130.32,12,2013
Jody,271999,Dajuan,276726,124.28,124.26,12,2013
Waso,378644,Lorenzo,2017413,130.24,131.08,12,2013
John,793573,Robert,4880036,105.54,100.26,12,2013
Andreas,1088807,romain,1360516,122.16,165.34,12,2013
Rochas,2012141,Justin,3237775,94.60,121.14,12,2013
DB,2442650,Jared,2931218,79.62,92.92,12,2013
Gary,3733263,Tomas,5892024,87.82,131.86,12,2013
Justin,142235,Gary,3733263,115.04,193.26,11,2013
Jody,271999,Justin,3237775,148.66,137.52,11,2013
Dajuan,276726,Robert,4880036,72.10,82.70,11,2013
Waso,378644,John,793573,115.76,97.28,11,2013
Andreas,1088807,Tomas,5892024,123.02,118.36,11,2013
Steve,1341692,Rochas,2012141,122.24,87.48,11,2013
romain,1360516,DB,2442650,172.28,113.26,11,2013
Lorenzo,2017413,Jared,2931218,109.12,111.28,11,2013
Justin,142235,Andreas,1088807,117.62,124.06,10,2013
Jody,271999,Steve,1341692,77.40,108.10,10,2013
Dajuan,276726,Waso,378644,121.32,147.78,10,2013
John,793573,Jared,2931218,93.36,85.72,10,2013
romain,1360516,Tomas,5892024,134.24,114.36,10,2013
Rochas,2012141,Gary,3733263,103.38,94.74,10,2013
Lorenzo,2017413,DB,2442650,128.82,144.84,10,2013
Justin,3237775,Robert,4880036,151.24,109.98,10,2013
Justin,142235,Tomas,5892024,180.24,110.94,9,2013
Jody,271999,Gary,3733263,162.04,124.40,9,2013
Dajuan,276726,Jared,2931218,105.46,147.44,9,2013
Waso,378644,Justin,3237775,117.56,126.70,9,2013
John,793573,DB,2442650,171.20,111.04,9,2013
Andreas,1088807,Rochas,2012141,129.18,94.36,9,2013
Steve,1341692,Robert,4880036,196.82,63.48,9,2013
romain,1360516,Lorenzo,2017413,200.20,77.06,9,2013
Justin,142235,romain,1360516,83.66,174.34,8,2013
Jody,271999,Andreas,1088807,103.28,157.78,8,2013
Dajuan,276726,DB,2442650,171.70,72.42,8,2013
Waso,378644,Steve,1341692,74.68,134.14,8,2013
John,793573,Lorenzo,2017413,87.56,117.30,8,2013
Rochas,2012141,Tomas,5892024,139.68,92.04,8,2013
Jared,2931218,Justin,3237775,101.66,114.74,8,2013
Gary,3733263,Robert,4880036,113.14,125.82,8,2013
Justin,142235,Rochas,2012141,155.34,137.84,7,2013
Jody,271999,Tomas,5892024,120.42,83.96,7,2013
Dajuan,276726,Lorenzo,2017413,121.86,103.94,7,2013
Waso,378644,Gary,3733263,108.38,141.08,7,2013
John,793573,romain,1360516,99.46,130.32,7,2013
Andreas,1088807,Robert,4880036,152.90,93.64,7,2013
Steve,1341692,Jared,2931218,125.06,125.60,7,2013
DB,2442650,Justin,3237775,86.58,118.98,7,2013
Justin,142235,Jody,271999,131.84,99.66,6,2013
Dajuan,276726,John,793573,161.10,73.30,6,2013
Waso,378644,Andreas,1088807,133.14,108.42,6,2013
Steve,1341692,DB,2442650,129.34,123.72,6,2013
romain,1360516,Rochas,2012141,132.62,131.90,6,2013
Lorenzo,2017413,Justin,3237775,117.04,92.48,6,2013
Jared,2931218,Gary,3733263,114.60,157.22,6,2013
Robert,4880036,Tomas,5892024,123.88,76.58,6,2013
Justin,142235,Robert,4880036,134.12,165.30,5,2013
Jody,271999,Rochas,2012141,72.26,130.58,5,2013
Dajuan,276726,romain,1360516,199.98,181.50,5,2013
Waso,378644,Tomas,5892024,122.02,101.80,5,2013
John,793573,Justin,3237775,152.62,87.04,5,2013
Andreas,1088807,Jared,2931218,103.18,173.64,5,2013
Steve,1341692,Lorenzo,2017413,70.08,159.80,5,2013
DB,2442650,Gary,3733263,111.80,104.54,5,2013
Justin,142235,Waso,378644,134.04,85.84,4,2013
Jody,271999,romain,1360516,108.12,147.40,4,2013
Dajuan,276726,Justin,3237775,128.78,111.38,4,2013
John,793573,Steve,1341692,91.68,139.04,4,2013
Andreas,1088807,DB,2442650,105.68,137.30,4,2013
Rochas,2012141,Robert,4880036,148.54,133.42,4,2013
Lorenzo,2017413,Gary,3733263,194.10,140.18,4,2013
Jared,2931218,Tomas,5892024,182.60,83.78,4,2013
Justin,142235,Jared,2931218,100.16,78.36,3,2013
Jody,271999,Robert,4880036,100.02,164.32,3,2013
Dajuan,276726,Steve,1341692,171.78,111.70,3,2013
Waso,378644,Rochas,2012141,108.36,115.10,3,2013
John,793573,Gary,3733263,137.14,101.60,3,2013
Andreas,1088807,Lorenzo,2017413,134.00,128.38,3,2013
romain,1360516,Justin,3237775,138.08,132.88,3,2013
DB,2442650,Tomas,5892024,127.76,91.52,3,2013
Justin,142235,DB,2442650,139.02,103.18,2,2013
Jody,271999,Waso,378644,113.36,165.74,2,2013
Dajuan,276726,Gary,3733263,117.56,168.58,2,2013
John,793573,Andreas,1088807,183.12,185.68,2,2013
Steve,1341692,Justin,3237775,118.20,92.32,2,2013
romain,1360516,Robert,4880036,183.64,107.48,2,2013
Rochas,2012141,Jared,2931218,143.04,103.64,2,2013
Lorenzo,2017413,Tomas,5892024,139.82,105.70,2,2013
Justin,142235,Lorenzo,2017413,134.62,184.38,1,2013
Jody,271999,Jared,2931218,134.96,96.12,1,2013
Dajuan,276726,Andreas,1088807,144.04,117.76,1,2013
Waso,378644,Robert,4880036,108.54,115.70,1,2013
John,793573,Tomas,5892024,132.68,121.90,1,2013
Steve,1341692,romain,1360516,113.00,116.40,1,2013
Rochas,2012141,DB,2442650,167.34,190.38,1,2013
Justin,3237775,Gary,3733263,132.68,171.94,1,2013
Dajuan,276726,Wesley,1059914,156.00,116.56,16,2012
Waso,378644,DB,2442650,133.48,202.36,16,2012
John,793573,Lorenzo,2017413,166.28,104.30,16,2012
Andreas,1088807,Rochas,2012141,115.14,164.46,16,2012
Steve,1341692,romain,1360516,107.40,193.84,16,2012
Yehia,1452033,Dominic,2257022,88.86,181.80,16,2012
Christopher,1608834,Gary,3733263,68.70,94.26,16,2012
David,2180569,Matt,3190107,136.68,82.08,16,2012
Dajuan,276726,Matt,3190107,134.56,86.16,15,2012
Waso,378644,Rochas,2012141,102.94,88.90,15,2012
John,793573,Christopher,1608834,155.32,128.48,15,2012
Wesley,1059914,David,2180569,137.38,85.64,15,2012
Andreas,1088807,DB,2442650,120.28,147.80,15,2012
Steve,1341692,Yehia,1452033,174.26,132.30,15,2012
romain,1360516,Dominic,2257022,203.88,64.02,15,2012
Lorenzo,2017413,Gary,3733263,116.40,109.18,15,2012
Dajuan,276726,John,793573,103.58,104.44,14,2012
Waso,378644,Dominic,2257022,141.76,149.46,14,2012
Wesley,1059914,Gary,3733263,108.60,111.06,14,2012
Andreas,1088807,Yehia,1452033,74.26,153.98,14,2012
Steve,1341692,DB,2442650,121.64,117.12,14,2012
romain,1360516,Rochas,2012141,171.82,163.68,14,2012
Christopher,1608834,Matt,3190107,109.92,93.48,14,2012
Lorenzo,2017413,David,2180569,151.96,105.90,14,2012
Dajuan,276726,Rochas,2012141,120.02,112.80,13,2012
Waso,378644,Gary,3733263,110.68,110.02,13,2012
John,793573,David,2180569,139.02,142.16,13,2012
Wesley,1059914,Matt,3190107,129.68,140.52,13,2012
Andreas,1088807,romain,1360516,99.14,141.94,13,2012
Steve,1341692,Lorenzo,2017413,165.44,104.42,13,2012
Yehia,1452033,Christopher,1608834,163.48,144.42,13,2012
Dominic,2257022,DB,2442650,150.16,93.34,13,2012
Dajuan,276726,David,2180569,168.32,87.86,12,2012
Waso,378644,Andreas,1088807,93.98,126.98,12,2012
John,793573,Yehia,1452033,131.12,170.40,12,2012
Wesley,1059914,Rochas,2012141,116.86,117.82,12,2012
Steve,1341692,Matt,3190107,130.00,123.90,12,2012
romain,1360516,DB,2442650,186.54,112.68,12,2012
Christopher,1608834,Gary,3733263,93.74,117.64,12,2012
Lorenzo,2017413,Dominic,2257022,115.44,143.54,12,2012
Dajuan,276726,Yehia,1452033,115.66,117.90,11,2012
Waso,378644,romain,1360516,67.44,122.28,11,2012
John,793573,Gary,3733263,106.84,160.66,11,2012
Wesley,1059914,David,2180569,152.48,109.82,11,2012
Andreas,1088807,Christopher,1608834,130.94,115.88,11,2012
Steve,1341692,Rochas,2012141,149.26,109.84,11,2012
Lorenzo,2017413,DB,2442650,121.54,101.84,11,2012
Dominic,2257022,Matt,3190107,138.50,123.96,11,2012
Dajuan,276726,Gary,3733263,102.78,128.36,10,2012
Waso,378644,Christopher,1608834,143.00,124.78,10,2012
John,793573,Andreas,1088807,115.48,123.12,10,2012
Wesley,1059914,Yehia,1452033,109.94,46.04,10,2012
Steve,1341692,David,2180569,155.00,96.24,10,2012
romain,1360516,Lorenzo,2017413,160.14,176.96,10,2012
Rochas,2012141,Dominic,2257022,183.56,108.46,10,2012
DB,2442650,Matt,3190107,113.52,74.44,10,2012
Dajuan,276726,Andreas,1088807,92.64,113.66,9,2012
Waso,378644,John,793573,119.32,107.92,9,2012
Wesley,1059914,Gary,3733263,164.14,107.84,9,2012
Steve,1341692,Yehia,1452033,149.82,113.54,9,2012
romain,1360516,Christopher,1608834,114.84,157.88,9,2012
Rochas,2012141,DB,2442650,132.88,146.92,9,2012
Lorenzo,2017413,Matt,3190107,143.40,148.92,9,2012
David,2180569,Dominic,2257022,100.98,110.20,9,2012
Dajuan,276726,Waso,378644,82.24,126.24,8,2012
John,793573,Christopher,1608834,122.30,126.44,8,2012
Wesley,1059914,Andreas,1088807,118.58,122.04,8,2012
Steve,1341692,Gary,3733263,137.38,131.66,8,2012
romain,1360516,Matt,3190107,101.44,137.26,8,2012
Yehia,1452033,Dominic,2257022,107.30,79.52,8,2012
Rochas,2012141,Lorenzo,2017413,143.28,115.98,8,2012
David,2180569,DB,2442650,103.86,110.90,8,2012
Dajuan,276726,Christopher,1608834,109.46,112.32,7,2012
Waso,378644,Wesley,1059914,102.06,111.82,7,2012
John,793573,romain,1360516,136.42,122.90,7,2012
Andreas,1088807,Steve,1341692,156.16,119.16,7,2012
Yehia,1452033,DB,2442650,131.88,86.68,7,2012
Rochas,2012141,Matt,3190107,107.20,136.70,7,2012
Lorenzo,2017413,David,2180569,122.16,135.80,7,2012
Dominic,2257022,Gary,3733263,100.88,71.18,7,2012
Dajuan,276726,John,793573,117.02,128.50,6,2012
Waso,378644,Steve,1341692,124.74,86.54,6,2012
Wesley,1059914,Christopher,1608834,127.56,88.58,6,2012
Andreas,1088807,Dominic,2257022,114.02,178.40,6,2012
romain,1360516,Rochas,2012141,125.32,93.58,6,2012
Yehia,1452033,Lorenzo,2017413,87.92,122.62,6,2012
David,2180569,Matt,3190107,161.60,116.14,6,2012
DB,2442650,Gary,3733263,132.52,136.12,6,2012
Dajuan,276726,romain,1360516,111.82,187.36,5,2012
Waso,378644,Dominic,2257022,135.80,91.28,5,2012
John,793573,Wesley,1059914,123.32,113.50,5,2012
Andreas,1088807,DB,2442650,131.70,120.84,5,2012
Steve,1341692,Christopher,1608834,111.84,106.64,5,2012
Yehia,1452033,Matt,3190107,88.86,125.42,5,2012
Rochas,2012141,David,2180569,160.30,79.06,5,2012
Lorenzo,2017413,Gary,3733263,102.92,138.16,5,2012
Dajuan,276726,Wesley,1059914,100.60,88.68,4,2012
Waso,378644,DB,2442650,155.70,237.96,4,2012
John,793573,Steve,1341692,134.20,115.28,4,2012
Andreas,1088807,Lorenzo,2017413,97.24,146.16,4,2012
romain,1360516,David,2180569,141.36,125.80,4,2012
Yehia,1452033,Rochas,2012141,121.34,131.56,4,2012
Christopher,1608834,Dominic,2257022,141.88,153.08,4,2012
Matt,3190107,Gary,3733263,112.04,105.24,4,2012
Dajuan,276726,Steve,1341692,171.98,109.76,3,2012
Waso,378644,Lorenzo,2017413,127.30,136.92,3,2012
John,793573,Dominic,2257022,142.30,139.04,3,2012
Wesley,1059914,romain,1360516,79.02,131.60,3,2012
Andreas,1088807,Matt,3190107,133.66,76.62,3,2012
Yehia,1452033,David,2180569,116.22,146.48,3,2012
Christopher,1608834,DB,2442650,123.36,177.50,3,2012
Rochas,2012141,Gary,3733263,117.48,83.64,3,2012
Dajuan,276726,Dominic,2257022,88.10,148.54,2,2012
Waso,378644,Matt,3190107,137.04,128.94,2,2012
John,793573,DB,2442650,98.74,114.82,2,2012
